title,artist,spotify_id,lyrics,bpm,energy,danceability,loudness,valence,rhyme_density,rhyme_density_old
WE (Feat. Jay Park) (Prod. by Slom),Lee Young Ji,4QoOoFKhAWYOylWw2io6va,"One for the money
And two for the show you get it?
We used to be the baddest
But now we need to forget it
목소리 팔아서 팔자 고친 아버지 딸내미
공양미 300석 대신 받았어 큰 입지
우황청심원 달고 살았던 카니발
20살의 풋내기 silly face는 억울해하지만
청춘을 세공한 값은 돌아오니까
Air Force 1 신고 pose on the offroad
Sike! 몰아붙여 tight하게
Hit you with that biggie vibe
쓰러트려 마이크 타이슨 넘어져도 칠전팔기
오래 버티던 악바리만 살아남았지 마지막엔
Finally lil girl gettin’ loco

Drop the bomb
오랜 시간 쏘아 올렸지 밤 하늘의 pearl
이제 터질 시간 여의도처럼 퍼퍼펑
힘든 시간들은 put your middle fingers up
그전에 전에 잠깐 wait, huh, 'hit the club!'
성수동 그녀는 몰라 쉬는 법
남녀노소 밤새 흔들어
발라드를 듣던 그녀는 let's twerk
Let's twerk, let's twerk
날이면 날마다 오는 기회가 아니니 어서 날 택해
드디어 세탁을 맡겼지 어젯밤 눈물에 젖은 베개
수많은 겨울을 지냈고 이제는 토이고 올라갈 차례
준비가 됐지 SLAY! 이경영처럼 시켜 진행
We, we, we
그녀는 엉덩이를 흔들다 보니까 밤이 깊어지네
We, we, we
위 아래 위 위 아래, we

I'm the top rap veteran
까만 옷을 걸치고 걸어가지
저 나쁜 놈들 갱생
시켜버리는 verse
쳐다도 못 보네 얼굴
떨어버리네 벌벌
찍어 mug shot, cheese
웃어 새끼야 여길 봐, ha
느낌 쩌는 미친 squad, ha
우린 항상 위를 봐
우산이 필요해 종이가 자꾸 내려와
Make it, make it, make it money
돈이 아니어도 우린 계속하지
예술가니 어쩔 수가 없는 거지
Team SLAY, hold up, wait
Pow

난 money talk 은 항상 피해왔어
그 뒤에 진짜 얘기들이 궁금해
그랬더니 돈이 내 뒤를 따라왔어
돌고 돌아라 지구는 둥그네
눈멀어도 좋아
보지 말라는 곳을 뚫어져라 보고
언젠가 가 있을 테니 보내줘 bravo를
비노 영지 토이고 켠이형 세인이 캄보
Suicide Squad, 근데 안 뒤져 불사조

Two job의 Rottweiler
신세인 낮밤을 반납한 값
다 따고 갈 맘 채비 갖고 내 발로 간다고
누구 술자리 낄 시간에 빠져서 만들은
앨범이 내 피사체
아니 피가 된 지금은 혈관들이 (Pump, pump)
Wannabe였던 꼬마 이제는 누군가의 선수
걱정하던 점쟁이
엄마는 기억도 못 하더라고
Too many enemies 끌어내리려 해
그런데 난 필요해서 냅두는 편이 낫겠어
한국 힙합 지금이 재미 볼 때야 (야, 야)
네가 잠에 들 때야 우린 깨어나 저 구름 위
다크서클 같은 날개를 펼치는 중이지
밥은 먹고 다니냐 새꺄
Where are y’all bros at?
내가 뭔 짓 하러 왔는지 아직도 얘넨 잘 모르겠지",122.972,0.702,0.688,-6.59,0.407,0.3167,0.1793
DEJAVU (Feat. Jay Park) (Prod. by Slom),Lee Young Ji,3SB8fH05CZEkPTWJAgkAB2,"D?j? vu, 이미 본 듯해 Peakaboo!
이 순간 심장의 맥박도
결말을 알고 있고 하나도
겁낼 건 없고 don't worry
I said 정말로, don't worry
멋진 finale를 향한 journey
끝나가는 듯 보여도 원점이니
다시, go
백 번 넘어지고 일어서길 반복
굳센 불안 앞에서 끝없이 항복
창 틀 너머 유혹이 날 몰아붙여도
세게 shoot! 던져 넣어 my goals
Wake up, wake up, wake up for the long trip
Slom and Jay Park
Team SLAY always got my back

Since 2019부터
지금 2022까지
나는 언제나 silly
머리는 비었고
경험치만 쌓였지
앞뒤 양옆
다 똑같은 주제 but
처음 본 듯이 다 몰입해
결국에 모두 진저리 내도
이 쇼는 끝나지 않고 영원해
Life is not a rap game
I told ya, people never change
질문에 질문에 질문을
거듭해봐도 답은 똑같애
막돼먹은 시나리오
속에서도 역사는 되풀이돼
I'ma keep goin' hard
Screenshot 찍어놔 우승 무대를
안 봐도 video지만 넌 보고 있고
그럼 원하는 결말을 줄게 이리로
아무것도 모르던 고등학생은 gone
정상을 찍어도 다시 무대로
돌아올 거고 너도 느껴봐 d?j? vu
난 다시 back to my stu
아빠, I made it

잠도 없고 낮도 없는
낮과 밤 바뀐 나의 삶
꺼진 camera 뒤에도
여과 없이 숨 쉬고 싶어 난
Never chasin' money in my whole life
Always makin' my prime time
Yes, I'll be the new one
주문을 외우고 magic carpet ride
네가 보는 이건 d?j? vu
Come see my crew, 성공과 반복
결말은 다시 제자리로
간절히 바라던 그 미래로
우리가 보게 될 d?j? vu
밝게 빛날 또 하나의 꿈, so
간절히 원해 다시 한 번 더
Let's go",124.999,0.62,0.81,-10.253,0.466,0.3623,0.2043
My cat,Lee Young Ji,1RA5sVNyDBboNHDHG73vl8,"Talk, talk!
My little cat is work with me
Jump, jump!
My little cat is jump with me
”지지""
That's her name
아주 못됐지만
난 모르겠고
그녈 위해 춤 췄지!
노는게 너무좋아 내 고양인
혀로 살짝 핥아 너네집 거실 벽지
전부 물어 뜯어 사방팔방 온천질
But, man, its not a big deal
Let her just be spreading her dream
Ok, ok
너 이리로
이러다 길잃어
Watch out!
지지는 뒤를 몰라
She just eat it all
빨리 문자에 답장해 너
Don't left it on read
Then she gon' be mad
And that's not good at all
Yeah, my little baby cat
So wassup!
클럽에 파티?
전혀 문제 없어
Twerkin'
Poppin'
Rocking on DJ booth
One, two
때만 되면 go!",99.989,0.302,0.821,-11.233,0.328,0.2718,0.079
Dark Room,Lee Young Ji,3RPzrY0yN5bo2e6JyMdSHp,"농도가 아주 짙은 랩을 뱉어도
네 안에 쌓인 독 덜어 낼 수 없어
팔리는 음악은 누가 찍어 모자란 걸
양심을 잃은 돈 거머쥘 수 없어
더 벌어서 더 버려 벗겨지는 마음
개나 준 채로 숨어 암전 속으로 나 바뻐
좌절도 늘 그랬듯이 힘이 쭉 빠져
밉상이니 맘껏 비웃어

난 찾아야 돼 exit 작업실 의자 뒤에
문 말고 딜레마 속 지랄맞은 굴레 I mean
지피지기 면백전 백승 은 나발이고
다물어 이 방 안에 내 적은 나뿐임, uh
나는 나를 알아 점점 퇴보해 가
구멍난 스타킹 안 꿰매 신어도 되는데
나 왜이리 빈곤한 걸까
묻지 말아줘 맘이 공허한 걸까

난 같은 지뢰를 밟아 언제나
같은 자릴 돌아 마다하지 않아
Just spit it out 맑은 바깥 바람 마셔대
바닥과는 닿진 않을 삶을 살아
Just livin' like Q 바라 but I'm livin' like a fool
닿진 못한 경지에 닿진 못하더라두 just do
나가 암실 문을 kickin'
머리 쥐어 싸매고 있는 와중에도 time is tickin'",82.885,0.612,0.723,-3.912,0.418,0.3723,0.3396
TELL ME !,Lee Young Ji,4yIt2M4psdz8Bs3RzTi2c2,"떨어지는 빗방울
사이 춤을 춰
네모난 창틀 밖으로 손을 흔드는 너
난 모르는 척
마지막 페이지를 넘겨
말리는 네 두 손을 한껏 뿌리치며",102.095,0.408,0.44,-9.774,0.479,0.4891,0.4824
Keep your head up (feat. Layone),Lee Young Ji,4qFX9LPdkrDliLfEi62TG0,"Oh, I see the dead people drowning on my way
But there’s only one left holding on last bullet
Mmm, 숨을 크게 쉴 땐 매캐한 땅의 냄새
혈관을 파고들어 더 숨을 못 쉬게
But boy you gotta wake up 멈춰 의미 없는 기권
That nightmare turns to reality 없어 도망칠 곳
아차 싶은 찰나에 더 커지는 변수
So where do we need to go 그냥 치켜올려 턱 끝

넌 마치 프랑스 샴페인 돈 필요한 형
배신의 말을 삼킨 값 얼마예요 그 결말 옆에
도는 패 말이 앞선다면 그건 경마 협회
뱉은 말 절대 안 지키지 외양간이었기에
무슨 정글의 법칙 같은 생존 군의 방식
손해배상 청구해 봐 신께 근데 참고로 귀하신 분
어쩜 그리 가식해 나도 안 청결해 가진 게
패기뿐 다시 기다리는 손에 찬 시계",79.359,0.596,0.508,-9.034,0.4,0.2294,0.2209
Compromise,Lee Young Ji,6OL2uUSI5eQbY76GvT5fzD,"No more silence
Yeah, no more heat
We have to learn but
We don't have a ear
텅 텅 빈 뇌의 존재 가치는?
사고 할 줄 모르는 자들이
벌려놓은 scene
됐어 이미 너흰 나의 enemy
I can feel u guys 이유 없는 증오지
바라는 건 없고 burn it up 덧없지
너무 멀었지 우리에게 배움은

숨도 잘 못 쉬는 곳 위축의 시선이 팽배하는 곳
그 사이에서 손 쉽게 패배하는 것
I can't realize how much I have to go now
So 챙겨 track 위 것들만
봐 껍질뿐인 명성보단 나아
다음은 없다고 말하잖아 다
멍청해가지곤 못 살아남아

Dumb shit 모순이야 다
속박된 예술은 참 아름다워
그래 나는 아직도 목이 말라
So drink this up
And all I have to do is
Just keep it, make it, and own it
Try my best 해, uh
뭘 원하냔 질문엔 답을 안 해
바라는 게 없네 더는
이기주의 팽배 때문에
점점 더 뵈는 게 없어지네
너도나도 재단해내 오류
때문에 무차별해지는 시대

Why don't you breathe?
Do not overthinking, just get your paper
덕 쌓고 사는 것과 unfortune 은
절대 관계가 없다는거
여실히 뼈저리게 느껴도
의미 부여하며 덕을 쌓는 삶에 충실히
살아가는 자들이 덧대는 의미
It's already a metaphor 그 자체야 이미

직관적인 가사를 쓰고싶어
모순이 다 사라질 때에
다이나믹한 내인생에
두통약은 필수가 됐네
Love it, I love it 내가 사랑할 수가
없는 것들까지 다잃어도 된다고
말 하는 것 자체가
그 자체로 남아 이미 모순인 형태로",200.07,0.736,0.686,-3.414,0.752,0.3701,0.304
My Path (Powered by iPass),Lee Young Ji,1gG9mjYcFGgkOPwqx4pgE2,"Well I don't think so
내 게 있는거니까
관둬 일반화
It's too hard
매일을 감당하기가
전부 다 그냥
그렇게 살아간다 말해도
I don't get it
그럼 네 삶은 어딨어
바꿔 네 경로
어디든지 You're gonna be a top
패기 투지 악바리 몸에 덮고
Just go your way
맘 에도 없는 삶은 좀 멀리 하고
Just show them 너에 대해
남은 날들은 많은데 왜
불안해 못 믿는 날에 방황해
방황해 but 신뢰를 밑 바탕에
Just keep that 할 수 있는 만큼 해",100.021,0.663,0.286,-14.629,0.0321,0.2979,0.2143
16 (Intro),Lee Young Ji,0lAneINYFdH4WxNVeiyRT7,"Bitch I'm famous!
Turn that speaker up
When I'm bout to spit my shit eh
따릉이를 타고 안양천서부터
한강진 I feel like I'm naked
Who's gon' stop me
머리 덜 큰 중딩
입만 살아가지고선 하고싶은 것만 한대
너 그렇게 이기적이면은 어떡해
엄마아빠 고생깨나 하셨겠네
But man I love what I look in the mirror
입만 살아서 입만 털어 부려 재주
부러우면 제발 말로 하길 바래 친구
니가 돈을 못 버는 건 내 관할이 아냐
Loser!
Pass that mic
And check the crowd
태어나길 났어 이렇게
So shut ur mouth
170 그리고 5cm 피터팬
난 대가리만 다 큰 열 여섯살",99.475,0.935,0.555,-5.294,0.376,0.2856,0.1262
Blade,Lee Young Ji,3y1mGMEoog7sMO0LH1QUSA,"Oh, I see the dead people
Drowning on my way
But there's only one
Left holding on last bullet
Mm, 숨을 크게 쉴 땐
매캐한 땅의 냄새
혈관을 파고들어 더 숨을 못 쉬게
But boy, you gotta wake?up
멈춰?의미?없는 기권
That nightmare?turns to reality
없어?도망칠 곳
아차 싶은 찰나에 더 커지는 변수
So where do we need to go
그냥 치켜올려 턱 끝
Yeah, I keep runnin', runnin'
No time to get low
의미 없는 계산 다 뒤로해
'Cause we gotta get dough
Need to hold in my breath
I know you straight up
One shot and we take another chance
Keep your head up

Oh, I see the dead people
Drowning on my way
But there's only one
Left holding on last bullet
Mm, 숨을 크게 쉴 땐
매캐한 땅의 냄새
혈관을 파고들어 더 숨을 못 쉬게
But boy, you gotta wake up
멈춰 의미 없는 기권
That nightmare turns to rеality
없어 도망칠 곳
아차 싶은 찰나에 더 커지는 변수
So where do we need to go
그냥 치켜올려 턱 끝
Yеah, I keep runnin', runnin'
No time to get low
의미 없는 계산 다 뒤로해
'Cause we gotta get dough
Need to hold in my breath
I know you straight up
One shot and we take another chance
Keep your head up",91.687,0.0288,0.436,-19.996,0.258,0.1847,0.0616
Active!, jambino,510TkoFXTmzbmpbT5P1qyM,"나갔다 올래요
난 엘리베이터를 안 타고 downstairs
그때는 뙤약볕도 날 못 시켰었지 K.O
내 호기심은 골목 구석구석 기웃기웃
거렸고 ㅈㅅ 할 일도 많았던 기억이 있어
에어컨을 켜고 이불 속에서 데피기
밤새 내 속 얘길 달 별이랑 했지
난 아직 그때 그 버릇이 있어
음악을 주위 소리보다 크게 키우고서
술이든 물이든 거하게 취하고서도

별걸 따라서 했었지 난 어렸을 때부터
배울 필요도 없는 것부터
아직도 소중한 것투성이까지
난 럭비공 같이 굴러
여기저기 남긴 마침표
내 기억 구석구석을 전부 다 헤집어서
나에 관해서 더 알아보기로 했어
Eeeche, eeechu
뭐에 반해서
여기 도착했을지 해서
이어가 이어가",84.991,0.765,0.547,-8.463,0.361,0.3542,0.297
"LIKE WATER (Feat. Loco, HyunA)", jambino,6Vo3VtFuU8qHeXJpb5rDFa,"Figure에서부터 stature
너무 커졌어 가지고 싶으면 불러야지 대형 트럭
넘어져도 웃어 스케이터
자빠져 봐야지 배울 수 있는 것들이 몇 개 있어
꿈이 날 길거리 캐스팅
내 뒤를 새치기하려 하네 이따만한 캐시
미어터지지요 내 closet
Visvim, Watanabe, 내 daily
헛소리들에겐 음소거를 doping
두들겨 패주고 싶어져 마치 drummer
시시함 알레르기 에취
너가 옆에 있네 pop pills

무대 위 가득히 튀겨 침 gotta kiss
날아 휙 즐기는 놈 위로
갈아 키 잠비노처럼 이따만치
넌 모르겠지만 나같이 했다간 피 나와 피
엄마 we made it, 아빠 we made it
걔네가 그려준 X에 동그라미 빽빽이
지겹다고 해도 무대 밑엔 looks happy
내 이름 길게 풀이하면 정신 나간 새끼
Bring it back, 다 가져와 봐, mocktail champagne
잔다고 하고 깨있을라고 밤새
승리는 달콤해 남생 걔네 말대로면 난 계속
권혁우 like that

Uh, uh, yeah, my name
You know what my name is
Born to be Gossip Girl이 가십거리로 나와
Shh-Show Me the Money
I got zero, I got hunnids
니들이 뭐라고 씨불이든 좆도 신경 안 써
Look, 해냈어 ten years 전
생겼지 career 셀 수 없는 캐리어
With 잠비노 우린 위로
전용기로 te quiero Wonsoju 위로",109.999,0.48,0.583,-13.496,0.0389,0.3928,0.2824
"BINGO (Feat. meenoi, george) (Prod. by Slom)", jambino,33zyxtEENVeaXiAZc8s6Wa,"포기
내 사전엔 많지 포기
마음의 뒤를 밟았지
그러다 여기 도착한 내 스토리
실패랑 바람을 피운 내 꿈 중엔
별의별 것들이 있어
간호사부터 베이커리
실패는 달콤해 역시
쓰레기통 속 붓과 스케치북
뭉치 뭉치 지우개 똥들은 럭비공
나는 너무 곤란해
어디로 튈 지를 모르네
부스러기들이 모여
결국 나만의 BINGO가 돼
“뭐가 될라고 어떻게 살려고“
어쩌라구요 저쩌라구요
난 정답들한테 싫증이 나
마음대로 반대로 아무대로
빙글

빙고 위인교 어딘교 여깄네
비노가 다하겠대 말리지 말아
종이 한 장 달라고 하더니 이것저것 담아
그러더니 이젠 무대 위에서 놀아
야 얘 좀 봐봐
한참을 고민하고도
어디로 갈지 모를 땐
동그라미를 쳐야 돼
일도 하구요 절도 하구요
어쩌라구요 저쩌라구요
난 정답들한테 싫증이 나
마음대로 반대로 아무대로
빙글",132.015,0.676,0.868,-6.297,0.739,0.3225,0.3117
i love you (Feat. DeVita), jambino,28RbRTSeepGTPpnX6TzBU5,"I love when you put it on me
포기해 널 for me
Got you wet like poolside on the west side
You owe me
우린 바꿔 포지션 번갈아가며
신비로워 이젠 실험 같아
너가 있는데 뭐 하러 백마 타
될 수 있을까 난 Avatar
겨우 걷었지 소매
그랬더니 넌 전부 벗었지 허물
선 넘지 말래서 그렸어 원을
받아 내 선물
물어 입에 버블
I know that you want me bad, bad, bad
매겨주지 ten out of ten
먹여주지 again and again

흥건해져 버린 back seat
그녀는 94년생이지만
Calling me daddy
시계를 안 봐도 알아 몇 시
널 갖고 싶지만
난 원치 않아 책임
SOS 쳤지 넌 긴급
그래서 물을 뿌려줬지
너의 배 위
너의 몸이 오늘 내 시급
A to Z
It goes like 삐끗 삐끗
풀로 밟았지 no limit
네가 원하는 건 이미 I did it
어제 있었던 일은 다 비밀
Wow, wow, wow, wow, wow
원나잇 이건 마치 시식
ㄴㄴ or ㄱㄱ
알몸인 채로 했던 말을 다 기믹",112.266,0.207,0.784,-12.478,0.548,0.2988,0.2135
